,user_location,author_id,user_username
1417,"San Francisco, CA",1413167047345721346,EricHausken
1419,"Wädenswil, Schweiz",877607959165108224,NRatnaweera
1424, ,113179867,plablo09
1431,"Florida, USA",1450532195832156161,mgaar17
1434,"London, UK",78459415,mattdray
1439,Nepal,1265243054,1pramodshrestha
1443,دولة الكويت,2744656034,Husain_Qamber
1452,🇧🇪  🇪🇺  🇮🇨,41654209,CharlesTroupin
1454, ,3191025663,IrnBrutus
1457,Sheffield,202227790,david_leather
1463,Córdoba,1294723270932156419,FranParejaLopez
1484,"Derbyshire, UK",2665174622,theneilrichards
1489,Pakistan,42497450,eesakhan
1496,"Oakland, CA",96895862,farrarscott
1505,"California, USA",2864270548,kartenvergnugen
1513,"Nottingham, England",1051952093819543554,oabaines
1520,دولة الكويت,4229346580,gisertweets
1521,"Poblenou, Barcelona (CCCP)",235702214,JoanSales
1527,"Lancashire, la la la",154303718,cn174
1530,Israel,1452886571653419008,BoginMaps
1531,Lomanyaneng Mafikeng SA,733959342140067840,thuso_phelwane
1532,Yorkshire,6408382,astronomyblog
1536,Bonn | Trier | Milano,1401802995726270465,DomeGIS
1542,"Redlands, CA",89117090,spangrud
1543,"Redlands, CA",69759202,epunt
1558,Saint-Petersburg,579970887,Sasfeat
1561,Mars ,1209781098000998401,saathankutty
1573,"Atlanta, GA",475638518,urbanclio
1576,"Trier, Germany",554282016,sven_s8
1581,"Manchester, England",895837678687604737,GABapentin_
1583,"Lyon, France",2513113684,noirothomas
1592, ,1425251061988831238,ProgressTrades
1594,"bbox:[-117.3,32.6,-116.5,33.1]",6148362,RobChohan
1604,"Tongeren, België",919806358328958976,gis3700
1606, ,3221569908,TimPrestby
1607, ,17373869,HexGeospatial
1609,Barcelona | London | Alacant,152698624,ja_gras
1617,Germany,113368957,IgorRoshka
1622,"Bamako, Mali",973982066583973890,JsphBen
1633, ,1358737724048613377,JohnGun83121818
1652,"Rochefort, France",110691260,fauchevent_
1663, ,1230078737657585669,LecaRenaud
1665, ,1148388547461865472,TesisFinita
1669,KU - CSS,3790461972,geo_club_
1672,"Calamba City, Calabarzon",1353172914133037056,ArnigoAudrey
1673, ,117134839,PascalSchetelat
1675,Leeds,1121807869932908546,lenakilian_
1680,"Burlington, VT",5845962,mberg
1683,"Cambridge, MA",1050564098499465217,ImperiiaProject
1688, ,1305090711012941825,MbgTeaching
1690,"Walldorf, Germany",1153624873123614720,math1ask
1691,東京 品川区,967719352932843521,ShinagawaJP
1695,Grenoble,541175342,abenroberts
1710,un-known,122247587,arandav
1715, ,1305351485354459137,AussieMezi
1737,"Cardiff, Wales",1055405505491943424,DuncanDataCymru
1741,Ireland,2248918363,GeoDirectory_ie
1743,London Towne,862916381595099137,MinistryOfMaps
1749,"Nord-Pas-de-Calais, France",818391158254632960,MEL_OpenData
1753,"End of the Rainbow Rd, McDaniels KY",17837255,TarasNovak
1785, ,4322029101,EkanemBassey10
1809,"Granadilla de Abona, Spain",1261061918166601735,cristirelojes
1824,"Distrito Federal, México",113169069,acalderod
1827, ,1445565706519465988,naturalmelival
1835,"Kapiti, Aotearoa",1230316596771487744,Fossil_3_141
1841,"Baltimore, MD",4789588426,professorphong
1844, ,917742999844605952,ndouglass7
1847,The Bluegrass,19399173,boydshearer
1849,Ciudad de México,277435470,_poolish_
1861,St.Thomas,365193900,adevries5
1865,"San Francisco, CA",1697125616,chunonline
1900,"England, United Kingdom",3157891,floongle
1901,"Geneva, Switzerland",333342656,solange_uwera
1902, ,1243424199986692096,BellaCoito
1913, ,1241476312222642179,NearandDistant
1916,Scotland,300339493,OSMScotland
1924,México,883380487049302016,rulocastellanos
1931,"Camden Town, London",112372635,bwin89
1945,"Nairobi, Kenya",480955842,LamecTim
1949,"Fortaleza, Brasil",1456027792206925835,led_ufc
1950,Colorado,120641803,kylebarron2
1952,Colombia,124492052,igacColombia
1964,Auckland,800447204020219904,Kim_Fitter
1968, ,1117096616492662786,ThomIvar
1976,"Colorado, USA",26189414,mike_floyd_co
1979,"Berkeley, CA",1119220753562591232,xueer_lu
2006,"Caithness, Scotland",1243775023,TheBrochProject
2008,"جدة, المملكة العربية السعودية",718409341666254850,adorewinter
2022,"Newcastle Upon Tyne, England",863722747,TimRodaway
2039,"Earth, mostly",346830435,SharkieGoesRawr
2055, ,2510036994,KelleeKoenig
2067, ,793451042885296128,datarttu
2070,"London, England",1027101984,enriquedlrosa
2085,"Madrid, Spain",193908521,IGNSpain
2091,"Cracow, Poland",75868477,egrabska
2096, ,1376982118237093888,spatialKray
2112,"Graz, Austria",1382252583201484800,Aeroficial_Int
2117,"Manchester, England",153718180,CraigTaylorViz
2129,Kingdom of Saudi Arabia,1330416485840384002,Gis_group20
2137, ,1451438003725893632,Info_Camphoster
2161,"Ile-de-France, France",710177648371171328,Lolo97_Ern
2163,Paris,1035417413586694144,neocartocnrs
2183,"Helsinki, Finland",1412573438,persikkata
2214, ,1336949577304469504,LMontaldier
2216,"Moscow, Russia",1102680264554303489,mtopnikov
2233,"Corvallis, OR",62130135,mswiseman
2238,"Freiburg im Breisgau, Germany",2778216364,27aea577f17d4c4
2241,"Zürich, Switzerland",624668875,OpenDataZurich
2244,"Vancouver, WA",14182494,joelfeik
2256,9k2 Land ,279070725,9k2gv
2276, ,1139696512345104384,Christi77260793
2279, ,624296733,Pragabhava
2287,Loja,713394870,HarryAlvarez4
2297,"Oakland, CA",9154592,nrabinowitz
2302,Yaoundé - Cameroon 🇨🇲 ,1345895235965087747,titimedianews
2324,"Olympia, WA",869709367737634816,geo_coe
2329,rendilo.fori.oggetti,13181232,grichter
2353,"New York, USA",1138632217222111232,kc_analytics
2356,"South Lanarkshire, Scotland",16735351,tookiebunten
2366,"Gleann Rathais, Scotland",223565758,marinemaps
2368,"Rio de Janeiro, Brazil",28689905,gbragaalves
2396, ,974997967,AmazingSpeciali
2406,"Grenoble, France",318417786,CDB_77
2410,"San Francisco, CA",1284303180738764800,samantha_noah0
2415, ,789851420,JolienNoels
2420,"Austin, TX",1148698975601602561,ovahsen
2427,"Bedford, England",3445229115,Silver7Mapping
2446,"Bogor, Jawa Barat",1238115532068376577,adityawmayan
2459, ,1080647028030533632,kikasoueu_
2485,Mayotte,2175320826,rico976
2489, ,10915042,sharon000
2503,"York, England",4003306397,jonni_walker
2515,"Sydney, Australia",35524425,saurabhdhiman
2517,London/Calgary,152800791,jimwhiting_sci
2523,"Newcastle Upon Tyne, England",874597331424993281,GIS_Manipulator
2528, ,1217077743654801408,1littlecoder
2534,México,91617524,ErnestoMorua
2569,"Hamburg, Germany",853214807826325508,chronohh
2573,Saint-Mandé (France),57276576,IGNFrance
2622,"Honolulu, HI",1347318476067639298,sdcollectables
2625,"Goa, India",1348602459841728514,schubertda1
2641,"Hermosillo del Pitic, Son, Mx.",54718338,dogomoreno
2647, ,3048802986,MeinJude
2658, ,1130132745563332608,SvenBrie
2664,"Provo, UT",2860575512,mapbosse
2667,"Novi Sad, Republic of Serbia",1372262673409261568,danilo_str
2677,Besançon,1386941882270461954,ACarto_alecle
2683,Jeddah | California,268102568,aoalzahrani
2684,Corea del Centro,1235406586149027845,nicolasfierrov
2697,"الرياض, المملكة العربية السعود",1444187693395628032,Geo_m4
2698,Guanajuato-Zacatecas ,454608372,AmauryConY
2708,"Toulouse, France",55637275,sgascoin
2716,UK,190644064,bcsmaps
2729,"Sydney, New South Wales",559223515,GavinCoote
2768, ,73738139,AlbertoLaveaga
2823, ,523212571,ampi_ammu
2842,Planet Maa,264708219,zhljumpenaajs
2857,DE,36749252,wahlatlas
2859,"Dublin, Ireland",21193285,ManAboutCouch
2861,"Limburg, België",846963504,BuurtaalMiet
2878,St Etienne Loire France,126347279,arnalgeo
2897, ,3317926678,ProcessNamed
2898,ザ・ゲーム,1326754058007310336,Xiuliu_Xiao
2979, ,466723230,GkHarutyunyan
2983,Senegal,196145892,papitau
2989,Denver,394167551,Hellville
2995,United States,430899741,JasonSchmerer
3006,"Houston, TX",356554442,It_me_Greg
3013, ,509087207,ihanelly_64
3024, ,1315925227910705152,HarpurConnie
3037,Italy,1433417142049853441,LATIDUDEmaps
3040,"Vernon, BC, Canada",21869817,MapsRus
3048,"South Bohemia, Czech Republic",2841842176,VojtisekBlaza
3051,"Zurich, Switzerland",21386804,ilyabo
3060,Canada,221571880,locatepress
3075,"Linz, Austria 🇦🇹🏔",1179338958758727681,chrisstelz
3092,"Madrid, Comunidad de Madrid",1917971497,manuel19621119
3112, ,946868991066361856,timhdata
3125,"Sonora, CA",3302663672,DylanBeaudette
3137,Eastern WA,898324652,LonOttosen
3141,"Vancouver, Canada",94454747,FMEEvangelist
3158,"Boston, MA",1107682740395216902,Timothy_Fraser1
3164,"Toronto, Ontario",1410220756433309701,Olastrator
3181,"Southampton, England",31388855,steveattewell
3195,United Kingdom,152243640,Lima_Volante
3205, ,1324460652656812032,TambovArt
3226, ,1237751233039020032,IngeTolenaars
3232,Bangalore,83043346,rajatchopra91
3245,Hamburg,1059191377303613440,d_haitz
3273, ,791292018,BrittLonneville
3286,"Bucureşti, România",984102028111687680,marius_raduc
3307,"Leh, Union Territory of Ladakh",1443045476513710080,Naveedyassin
3323, ,2212684895,chris__mutugi
3343,"Vienna, Austria",3302833893,drawingdata
3358, ,1390945656,defg19
3366,"Wembury, England",2348651125,Cramsuig
3376,"Model Town, Firozpur",1445831803651063809,attifmalik3
3378, ,1445733749396852736,jugbaycarto
3386, ,1276653656260165632,_ronycoelho
3389, ,1281171476205441031,quite_grey
3391,"Portalegre, Portugal",38512725,timlinux
3397,"Cuenca, Ecuador",185632245,temporalista
3401, ,1326212998273359873,schneevgestern
3404,"South Carolina, USA",17435433,CharlesRobbins
3409,"Camden Town, London",25611208,npalomin
3411,Colombia,1458114928670388231,ColombianMaps
3422,"San Francisco,CA",1255361139476742145,unfoldedinc
3432, ,1356945333738213381,KemuntoVinither
3437,USA,18056084,josephkerski
3448,"Helsinki, Finland",76912257,kinotus
3450, ,139085496,mercapton
3480,"Lake Placid, FL",4895763947,AngelineMeeks
3502,Glas,309735079,martha_mawia
3503,Colombia,98195064,Nicolevasos
3505,🤘,1093057164,biketz
3511,Normandie,1356633265545875457,n_blanchard61
3518,"San Francisco, CA",53135103,IsaacBrodsky
3531, ,2912566559,sentinel_hub
3534, ,1039247575965224960,habemusmodelum
3549,"Southampton & London, UK ",783700009132945408,Jamie_Bio
3553, ,56465908,MapEnglish
3558, ,1875577506,PeterCada
3578,tokyo,4054431,masakick
3609,The Netherlands,14503015,bricker
3615, ,1189962241489227778,GermanV_IIEP
3624,"Ramban, Jammu & Kashmir",1453353045572472840,ahmad12_shara
3643,Hamburg,317158835,terezaif
3645,"L'Aquila, Abruzzo",1052143438316097538,WalterDS87
3652,"Geneva, Switzerland",842660565201895424,BlackburnStat
3670,"Heidelberg, Germany",55583283,phil_osophie
3712,"Yogyakarta, Indonesia",188635148,disyaawanda
3713,"Bogotá, D.C.",291509401,phab_22
3725, ,46714240,aguileram
3751,San Francisco Bay Area,365608246,BCMcartography
3765, ,1305834479626448901,long39ng
3771,"Coventry, RI",64592098,eeyore167
3776,"Visalia, CA",302950333,BnBGobo99
3796,"Copenhagen, Denmark",19764954,haakseth
3801,"Greensboro, NC",1367525717483921410,MeganGIS
3817,"Tromsø, Norway",768386760216805376,adamdsteer
3826, ,1445219905998053376,MarioGR_Lidar
3858,"New Orleans, LA",2949055273,luisalbertog94
3869,"Hackney, London",143987339,LAnderson_Frank
3905,"Nancy, France",3400272069,JeremBorderieux
3923, ,1240925558403366912,nandi_varga
3940,"Athens, Greece",617068488,iliastsergoulas
3971, ,110930737,fatwaramdani
3975,ANKARA-İSTANBUL-SAN FRANCISCO,164172121,basarsoft
3977,"FUTA, Akure, Nigeria",2189243584,xtremexamxong
3996, ,295109816,vskuja
4000, ,1905096798,JuanEstellerR
4001,Fareham / Beirut,491313936,bothness
4005, ,884351086492102656,lbhartl
4015,"Châteauroux-les-Alpes, Alpes !",751148918,lecartographe
4019,"Haderslev, Denmark",2526461,PHorsbollMoller
4037, ,1240462088687869952,montlake_gis
4045,"Chalon sur Saône, France",20360503,plerudulier
4069,The Anthropocene,1117471915151626240,valeriamerazc
4074,"Auckland, New Zealand",3346807874,EmmaVitz
4079,United Kingdom,1090270255669100546,FhBarton
4107,"College Station, TX",19301110,MPSchramm
4112,"Stockholm, SE",572256579,gkankia
4122,Alessandria,91871850,daveal81
4135, ,883290218719318016,ar_etsch
4151,"Brasilia & Fortaleza, Brazil",1113528453343666176,ckauebraga
4164,"Washington, D.C.",33608239,Timmeko
4178, ,3581285302,FabianGebhart
4181, ,1359488662350819329,amzenviro
4193,"San Francisco, CA",265817210,ToddMostak
4194, ,1087405402713743368,BCalhoon7
4196, ,566341543,fiftylemons
4206,California,1598752860,NathanCShephard
4211,"Cambridge, MA",1227248120293187585,vizgen_inc
4220,0x23A...4c29,17750685,adamknaamani
4221, ,842679437263028226,neilrkaye
4223,"Dobrich, Bulgaria",335993665,zememer
4225,"Nyack, NY",93432839,pkfranz
4231,"Sarawak, Malaysia",67093546,ycgoh___
4235,"Princesa Isabel, PB, Brazil",160728514,ArturMGLourenco
4239,North West England,1223280403777191936,Phil_M_Barrett
4241,Riddermark,2543362932,VajiraL
4248,"Los Angeles, CA",1128260138194747394,soochownewboy
4257,India,2240301877,swapna_apsrsac
4263,Planet Earth 🌍 ,882705575032885250,ladiexcity
4274,"Quito, Ecuador",3331826578,Carlos_San11
4276,Tampere,741486644,jnknnn
4296,Tartu,1455960818722525186,RalGarcaEstvez1
4299, ,1458573550302924801,MeredithDiMatt1
4300, ,1286062108493393931,Art_Cito
4311,"Ribeirão Preto, Brazil",912660712832557060,fblpalmeira
4333,Occitanie,1377165781662769153,InseeOccitanie
4344,Lyon - Madrid,118147850,Rafacereceda
4352, ,2594843376,bwassim13
4362,"Edinburgh, Scotland",283445478,philbartie
4363,"Tihany, Lake Balaton, Hungary",2788367426,azlinszky
4403,"Vaasa, Finland",36117325,petrihelo
4404,"Washington, DC",410241434,Paragon41
4414,DM04,910623276778405888,ai6yrham
4422,Brazil,880148317468061697,sergioajv1
4432,NZ,40137926,budbongo
4446, ,1441473783412318209,joshmotion_
4448, ,1368902640181145600,kosmi64833127
4450,"Iowa, USA",390701058,eshakss
4458, ,1070940092053651458,davidesdelgado
4478, ,836764339965046784,Saneesh05580981
4498, ,1322482539483828224,eliferkk19
4502,"Rome, Italy",1027935482,mmodima
4507,Portland,906459476,CascadeCarto
4510,"San Francisco, CA",1846000920,OmniSci
4515,United Kingdom,1110271474944872450,SuglaniNaresh
4527, ,3042769257,PlaceNPurpose
4563,"Helsinki, Finland",258459576,jeresuikkila
4568,"New York, NY",804341497441255424,Foursquare
4571,"Guarulhos, Brasil",1254286157363494917,brunoweiss85
4601,Toulouse,2292626036,r_mejean
4615,山口県,188770253,mandanggg
4618, 🇭🇷 🇫🇮 to Lingít Aaní,25927015,Kelsey_Aho
4625,Berlin,4200489867,targomo
4648, ,1459136080230367246,NikolayKozlovsk
4654,"London, UK",1322134106,Podaris
4658,"Rennes, France",707908989166743553,E_Sigat
4661,"Anaheim, CA",1666589234,THIRTY81Project
4664,🇸🇦🇵🇸||📍🇰🇼,941025268763975681,_H82x
4692,Cadi,409967791,web_amador
4713,"Cérilly, France",2970383806,ClementBouchere
4721,"Zaragoza, España",2478849098,Galactero
4733,World,1381557275202965509,azeezm17
4741, ,45536151,Makeo88
4761, ,1360522288119099393,Crystal76605635
4786, ,1173600285270450178,Dr_lyes_
4805,"University of Gävle, Sweden",1905445471,FNilfouroushan
4845,"Xochimilco, Distrito Federal",1051527936,lalocruzjurado
4872,Planeta Océano ~ Planet Ocean,1118437362080546816,batidivulga
4873,"Cameroon, Far North Region",1409616360175460355,YounkapD
4891,"Zurich, Switzerland",250600119,adinarenner
4896, ,1169857420228620290,Ifanwahyudiii
4933,Beijing,949696867926978560,WeiDuhun
4992,"Juneau, AK",2436168180,WillMuldoon
5001, ,381890273,sixtocristiani
5011, ,1282359942570299393,MapEngArch
5022,"Milano +45.465556°, +9.190000°",180317088,RobRe62
5030,"Berlin, Germany",2162169978,alvintuitoek
5053, ,1453419747178164227,binarybias_
5056,United States,1043551142406279169,magdyhaddad1111
5064, ,130984257,i_nicolis
5068, ,203130075,caglarkoylu
5070, ,1353147127355072513,LouHennenfent
5075,Freedom-Day Fiefdom ,1422832836,alvinometric
5123,"Columbia, MD",1175836877225508864,JoshYoon247
5142,"Accra, Ghana",1380592552097763333,fnocansey
5152,"Grantown-on-Spey, Scotland",1180502060879482880,FreeThrall
5159,Lagos Nigeria,1205446309697728512,24rentzInc
5193,"Tartu, Estonia",719152329,Oderakate
5241, ,3437248613,SHS_Space
5248,"Kingston, Jamaica",384617577,LawgiverKingson
5254,lacortezasideral GironAiMés,507173845,GalaSoilapolla
5271,United States,2267451021,MappyMark
5280, ,1456684848345718791,datavizlover_
5296,"Portland, OR",1016002307299799040,MrsSinclairMaps
5301,United States,397806730,Sarah_alhijji
5313, ,236995198,yunessbahi
5315,"Temecula, CA",1327326998557978625,analyzer2004
5318,"Utah, USA",3124248397,toronto_tom
5320,OR ➡️ MN,243914273,MacGyverGIS
5324, ,532550491,ThisIsRuthEllis
5349,"Prešov, Slovak Republic",855041081880313856,j_michalkova
5356,"Berlin, Germany",1585404372,Mixed_Pixels
5368,"Washington, DC",222134039,MatthewMEarls
5371,"Trondheim, Norway",23300088,raglar
5381,"Cleveland, OH",18260147,skorasaurus
5389,Ktunaxa + Spokane territories,727701114,LaurenStacho
5405,Norwich,1127867966,southmapr
5411, ,971144998585556992,alwazi88
5418,Woods Hole,60300190,g_fiske
5421,vt,58313768,camillacaros
5436, ,1457641524565512193,EleriHirv
5437,"Athens, GA",902234700961509376,snmarkley
5466,"Besançon France, Africa, Asia",198973490,etrimaille
5498,Dans la salle de veille,1382368520516816900,Gardien2Phare
5500,"Tartu, Eesti",860502917253656576,akanazu_lilian
5501,Kingdom of Saudi Arabia,3310104332,MKourani2017
5511,worldwide,271327412,qgis
5515,"British Columbia, Canada",799835587104514048,chisatini
5554,"Santiago, Chile",250129147,saryace
5556, ,951851591761563648,dmoyaec
5604, ,1361011039186345988,TMedicazone
5607, ,1261187945995702278,kai_paynter
5615,Nepal,4888080752,ksabmagar7
5622,United States,1446868375041413123,beverlywanda96
5649,"Berlin, Germany",500573974,Datawrapper
5660, ,893898867489595392,simellamojavier
5668,Cologne/Aachen/Innsbruck,14707170,MartinBangratz
5680,"Morganza, MD",12405802,billdollins
5693,Outer space 🪐 ,1936499682,CumNPlayWithJey
5694, ,1316675467,Felix_Coupe
5700, ,942183109,ciaran_mag1
5702, ,2396273877,Hominis_simplex
5709,Ukraine,921409205080412161,app4soft
5801,MIT Media Lab,2718780569,relnox
5808, ,70339979,kffaisal
5829,Unceded Coast Salish Territory,1049137430199033856,danjstew
5835,"Kiel, Germany",1328807058465054720,KatjaKuhwald
5861,GISLandia,3613770735,GIS_and_Beers
5865,"Huddersfield, England",204679222,DaveRichards81
5868, ,1302656902313259010,ahmed94031601
5893,"Jeddah, Kingdom of Saudi Arabia",1178299221038030850,saed77asiri
5894,Newcastle-upon-Tyne,773777640,GeospatialNCL
5899,Colombia,1043912535810945030,karlartp
5937,"Freiburg, Germany",47881959,ps_tweet
5961,"Minnesota, USA",929098728782385155,McGuire_GIS
5971,"Gdynia, Polska",48080397,k_pawlikowski
5980,South Africa,38377746,indiebio
5981,Hatfield Pretoria South Africa,1310597864905756680,UPnasagric
5983,"Bogotá, D.C., Colombia",1388699431743152129,eseospina
5989, ,1371277058140041219,weiji14_
6022, ,1455431112587714563,BaeAfrican
6038, ,2961663783,ibrahim_raufu
6079,Yopougon ,1456175450234003470,k12_officiel
6109,Georgia,1375295280,Iraklipsyche
6122, ,1242306684141236224,AntilocapraAme1
6149,United States 🇺🇲,835782607493267456,Weathercast_tr
6157,"Leipzig, Germany",229214680,SmoothMuffin_
6176, ,4165067548,maritalvikki
6200,"Toulouse, France",981265770511523840,thomasdubdub
6210,El Jardín de tu desdén,476061980,ErnestoSanagust
6255,YYC,2860936606,WaterSHEDLab
6294, ,532348354,Els_Kuipers
6300,"Preston, England",1097814463414235137,Rawe___
6302,"Thessaloniki, Greece",1105836507380805632,eo_services
6335,San Francisco Peninsula ,882759681667588096,US_Stormwatch
6337, ,911114425230340107,StatJP
6384,Spain,978472864411275264,ExoCoordenadas
6395, ,1203623631856779264,icymi_r
6404,"Seattle, WA",399072114,JeffreyLinn
6409,"Belfast, ME",3349884328,margot_carto
6416,Europa ,1032594621417828352,DarMo68
6436,"Glacier View, Alaska",1227675634014380032,MatanuskaPark
6450, ,53991438,cascafico
6460, ,1069996847350063111,AbiTilodi
6473,UK,732225755690741769,harveymaps
6475,United States,1414997451900170250,tealvo
6492,Bulgaria,1283687669286023172,of_sketches
6515,"Helsinki, Finland",14130929,ttso
6517,"Charlotte, NC",38052918,ryanahart
6537,"Bretagne, France",3046475920,VentuEnzo
6547,Aucune idée ,707107850376646657,Thomas_pel1
6551,"Exeter, England",56648781,Thierry_G
6559,"Hamburg, Germany",14677077,the_claus
6565,UK,1440618099321950214,mad_gis
6570,Czech Republic,150154201,jachymc
6576,"Madrid, España",121572923,dhernangomez
6587,"Rome, Lazio",86293529,paolacip
6589,Bandung,1448131212950716416,rrrizqiramadhan
6600,"Bundesplatz 3, 3003 Bern",138083232,swiss_geoportal
6601, ,1177328312785473539,MatthewWiskin
6622,Itzocan,4329680839,DiNavarro_
6629,滋賀県,109117379,tyuurenpt
6648,Jeddah.KSA,1897092998,afadel90
6685,"Utrecht, The Netherlands",958624329775935489,BlaiseKe11y
6693,Azerbaijan,1433767160103460888,AzeSatellites
6701,Deep in Megalopolis,24275407,Fuertebrazos
6706, ,1218862550504345601,beyondwattsuk
6713,"San Francisco, CA",68567752,odbol
6721,"Piemonte, Italia",2949004815,SamueleGiatti
6732,Ciudad Autónoma de Buenos Aire,1084625240712466432,fcata
6788, ,1238816326459822081,ChorosTweets
6793,"Madrid, Spain",253036048,carmen_TM_
6809, ,1213455504,EliasW_
6816, ,1721525712,matstvatt
6829,"Fondettes, France",98665397,Articque
6846,Loja - Ecuador,38235109,franzpc
6898,crypto,1390206873178099712,kevinmu76333681
6956,Lilongwe,1082700543489916929,ChisuwoChimango
6963,"Hamm, Germany",15147301,Pierre_Markuse
6971,"Akure, Nigeria",2339848449,CEOSlimbrighten
6994,"Stanford, CA",1018974064247857152,GeositeInc
7025,"Oslo, Noruega",634028762,luchobt
7030,"Aix-en-Provence, France",488000929,datagistips
7082, ,250295529,hosam_mcfc
7105,"Melbourne, Australia",973775831414771714,mappingbernie
7150,"Brussels, BE - Salerno, ITA",185144870,annamaria_84
7161,Latvia,1458492209003630598,brEdijs
7176,"Medellín, Colombia",150063988,Danielsolamente
7193,London,43953969,jwoLondon
7229,"Trondheim, Norway",178435327,TSimensen
7257,"The Hague, The Netherlands",21084111,JanWillemTulp
7270,"Cardiff, Wales",930500800660590595,MapioCymru
7299, ,1462058179622223885,DilmirhMV
7314,Tartu,491095725,Sem_Enyo
7326, ,978628662,marineregions
7363, ,841465160187428866,fritzGIS
7381,JC4R+F5,1461953521255739394,ariaezta
7394,Iceland,1456185131899752449,tomcheapflights
7470,The Stadior System,267310660,mattah353
7476,Nairobi,21303464,alykhansatchu
7521,"Delft, Netherlands",2601338280,UNIGRAC
7522,Sapporo,1056888822942711808,mmits003
7527,Estonia,936104214719320064,IngoValgma
7552,Too close to the Hayward Fault,29739700,rsimmon
7558, ,21701059,PeterCBlack
7574,República Norteña/CDMX,1467772458,Daves_Lullaby
7607,UK,446611170,mark_cherrie
7626, ,1325996362756972545,LValie1
7638,"Vilnius, Lithuania",1101324580973658112,GrabrBrabr
7642, ,17564946,Hey_Billy
7644,"Chester, UK",470402184,MurrayData
7660,"Ponferrada, Spain",725708439129841664,forestalesponfe
7706,Cuenca,2589392639,GuallpaX
7715,"Pretoria, South Africa",3761815227,terisha_pillay1
7721,日本のどこか,1218470445541806080,yaoyue00085856
7723,Pdsta. Fdo Gómez de la Cruz 61,846732445823258625,GIS4tech_UGR
7740,"Iowa, USA",892500834327703554,anelfering
7746, ,220956068,nkshaw
7751,Cambridge,1372486585296506885,PennyJClarke
7755, ,1251715976757940224,tiznegar
7769, ,14075285,jpamado
7770,"Granada, España",963009722113757185,dredondosanchez
7774,Kenya,1425835867147444232,MapInfographics
7830,Attiwonderonk Neutral Lands,827996690397462528,VoiceloflReason
7855,"Novi Sad, Republic of Serbia",778134314311639044,NisamProgramer
7862,"Frankfurt, Germany",992037884889845760,shujaJR
7885, ,1442403707912527873,CheeverRiki
7896,"Bavaria, Germany",961696537075159040,EDEO_GmbH
7905,Switzerland,15557534,sfkeller
7942,London,252519639,oliver_dw
7954,"Famagusta, Cyprus",1407269477079736320,NarrativePolicy
7972, ,1456007676996038662,eulerspatial
7978,SmuleLaLaLand,1716144151,DashOfNaj
7980,kampala_Ugandan ,3325050370,Ssalieric3
7982,"Camden Town, London",1100674141886267393,AyrtonBourn
7985, ,1057686396910002176,truted2
8000, ,1363413193364811779,geometrein
8015,"The Bay Area, CA",18874859,radamar
8016,New Zealand,42303649,kevin_ct_chang
8026, ,1463180094378102786,Gandhararesort
8029,A Space,1387842125581242370,21merchants
8054, ,1279490881003958274,moriakhistory
8062, ,19082509,l_venegas
8080,"Sinixt territory, BC",735851613965811712,feefifo_hannah
8084,Austria,712499518491791361,njanakiev
8123,"Vienna, Austria",311043334,underdarkGIS
8171,"Manchester, UK",52024485,hannahmaccamoo
8181,"Nice, France",800277926348324864,Arnold_Platon
8186,"Valladolid, Spain",317685881,lmarcollado
8187, ,2873491557,FabienSteinmetz
8190,"Granada, Spain",91221736,olitojimenez
8209,Kenya,1204453567400218624,IamMarcusGarvey
8215,"Brisbane, Queensland",752504698532495360,RiboRhys
8228,IG: @Jeremie21,1167301404626571264,jeremie_loyalty
8298, ,558688642,AlexisBatlle
8318,Hamburg,418263200,stroebjo
8325,Morocco,291848660,forestmontagne
8328,"London,England•Bogotá,Colombia",2962814495,EthelSeguraD
8443,"Ecuador, Manta",239090160,holgerbermeo
8477,Metaverse,1456964301852344328,metaworldmaps
8480,València (Spain),1285616396207116291,Roca13M
8487,Spain,1297201168280674304,PClimatologia
8515, ,1071542614627766272,bismowibi_
8580,Avilés | Pamplona-Iruña,1258014846429396992,angelgcarreno
8588,Pakistan,1459081333104427040,TrendNewsi7
8713,Turtle Island,1025551828459638784,RaeLJewett
8717, ,303715592,CanFre
8768,"Dresden, Lüneburg, Berlin",820984412,helenajambor
8794, ,2220729031,Xoceqep
8838,"Wellington, New Zealand",134938710,InfometricsNZ
8839, ,1379107598696394752,Alejandro_Poso
8874,"Rueil-Malmaison, France",776157091908218881,ChrisMandereau
8880, ,2888068257,juanadevis
8882,The pipes.,982186820803833856,SpeckleSystems
8916,Singapore,112188060,abhivasta
8961,"Crieff, Scotland",381118369,MapNav_Tom
8962,France,2839697963,SIGArT_SIG
8977,les Corts i Linyola,496768748,Garumnia
8993,"London, England",282766176,haider_gee
9013,"Barcelona, Spain",1070372034067263489,LinksGeo
9022,NICARAGUA,436868105,AdiacRocha
9036,NYC,498660150,RobertLesser_
